AU,HospitalName,CircuitType,OOBPhone,OrderGroup,CircuitID,CircuitIDLEC,IPCSR,RouterPort,PrimaryIPAddress,SecondaryIPAddress,Notes
618 closed,VCA New Caney Animal Hospital - Closed,MPLS T1 1.5 Closed,,999,,,,Fa0/1,10.54.10.1,172.16.154.129,
619,VCA Animal Medical Center of Pasadena,"Configure/VeloCloud SD-WAN w/4G (Comcast 16M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620089175)",,Velocloud / Pomeroy,,,,,10.54.12.1,,"1ST FLR, MECH RM, DM #1, SL #2, DMARC LABELED SOUTHWEST Y IXC Y"
620,VCA Ashford Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.54.14.1
Voice VLAN 400 10.54.15.0/24",,Aruba Network
621,VCA Kingwood Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.54.16.1,,
622,VCA Southwest Freeway Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary AT&T ADI 10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.54.18.1
Voice VLAN 400 - 10.54.19.0/24",,"NEC SIP
Voice VLAN 400 - 10.54.19.0/24
1ST FLR TELCO RM SLOT 1 OF 2"
623,VCA Telge Road Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.54.20.1,,"OUTDOOR NI #1, REAR OF BLDG, SLOT #2"
624,VCA Tomball Veterinary Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,"10.54.22.1
Voice VLAN 400: 10.54.23.0/24",,"1ST FLR PHN RM., M.M. CAB#1/SLOT"
625 closed,VCA Fossil Creek Animal Hospital - Closed / Merged into AU627 Saginaw,MPLS T1 1.5 Closed,,999,DHEC.805557 ATI,14HCGS995082SW,12.113.20.158,Fa0/0,10.54.24.1,,
626,VCA Mercedes Place Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Charter 100M/7M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.54.26.1,,"1FL TEL CLOSET, CAB-01 POS-01"
627,VCA Saginaw Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Charter 60M/4M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.54.28.1
Voice VLAN 400: 10.54.29.0/24",,1ST FLR TELCO RM TELCO BB  QD MNT CAB SLT 2
628,VCA Veterinary Hospital of Leon Springs,"Configure/VeloCloud SD-WAN w/4G (Spectrum 200M/10M, secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.54.30.1
Voice VLAN 400 10.54.31.0/24",,"NEC SIP
 TELCO RM TELCO BKBRD CAB 1 SLOT3"
629,VCA Henderson Pass Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Time Warner 100M/10M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.54.32.1
Voice VLAN 400 - 10.54.33.0/24",,
630,VCA Oso Creek Animal Hospital and Emergency Center,"Configure/VeloCloud SD-WAN w/4G (Spectrum 100M/10M, Secondary AT&T DSL 18M/1.5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.54.34.1,,"1ST FL MAIN TELCO RM CAB1,SLOT1
1ST FLR,TELCO RM,CAB#1, RM,CAB#1,SLOT#1,RJ48C"
631,VCA Victoria Animal Hospital,"Configure/VeloCloud SD-WAN w/4G Backup (SuddenLink Cable 20M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy Customer# 274441 / Site ID H0620091658)",,Velocloud / Pomeroy,,,,,10.54.36.1,,
632 - Closed / Merged into AU576,VCA Veterinary Medical Center - Hospital Closed / Merged into AU576 4/15/2019,"Configure/VeloCloud SD-WAN w/4G Backup (Cox 50M/20M, Secondary AT&T DSL 25M/5M)
(Pomeroy Site ID H0620089041) -- Hospital Closed / Merged into AU576 4/15/2019",,999,,,,,10.54.38.1,,"INSIDE BUILDING TELCO CLOSET, MULTI MOUNT 1 SLOT 1"
633,VCA McCormick Ranch Animal Hospital and Pet Care Center,"Configure/VeloCloud SD-WAN w/4G Backup (Cox 100M/20M, Secondary AT&T ADI 20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Old - Pomeroy Site ID H0620092365)",,Velocloud,,,,,"10.54.40.1
Voice VLAN - 10.54.41.0/24",,"NEC SIP
MAIN IT FIRST FLOOR CAB 1 SLOT 1 OF 4 RJ48C"
634,VCA Animal Referral and Emergency Center of Arizona,"Configure/VeloCloud SD-WAN w/4G Backup (Cox 200M/20M, Secondary CenturyLink 100M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Old Pomeroy Site ID  H0620088747)",,Velocloud,,,,,"10.54.42.1
VLAN 180 - 10.54.43.0/26
VLAN 182 - 10.54.43.96/28
VLAN 183 - 10.54.43.112/28
VLAN 184 - 10.54.43.128/27
VLAN 400 - 10.3.31.0/24",,"NEC UCaaS
(2ND FLR MAIN I.T., SHF 1, SLOT 2/4 and SLOT 4/4)"
635,VCA Apache Junction Animal Hospital,Configure/VeloCloud SD-WAN w/4G Backup (CenturyLink 40M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.54.44.1,,
636,VCA Mesa Animal Hospital,"Configure/VeloCloud SD-WAN w/4G Backup (Cox 300M/30M, Secondary CenturyLink 45M/6M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.54.46.1
Voice VLAN 400 - 10.54.47.0/24",,Aruba Network
637 Closed,VCA Paradise Valley Emergency Animal Hospital - Closed/Merged into AU633,Configure/VeloCloud SD-WAN w/4G Backup (Cox 15M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,999,,,,,10.54.48.1,,
638,VCA Phoenix West Animal Hospital,Configure/VeloCloud SD-WAN w/4G Backup (Cox 50M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.54.50.1,,
639,VCA Tri City Animal Hospital and Acacia Cat Hospital (New Building 8/2014),"Configure/VeloCloud SD-WAN w/4G Backup (Cox 50M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620090298)
(Old - MPLS T1 1.5)",,Velocloud / Pomeroy,,,,,10.54.52.1,,Old -  TELCO AREA IN WEST BLDG SHELF 1 SLOT 2 OF 4
640,VCA Thumb Butte Animal Hospital,Configure/VeloCloud SD-WAN w/4G (SparkLight/Cable One 300M/30M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,"10.54.54.1
Voice VLAN 400 - 10.54.55.0/24",,NEC SIP
641,VCA Northwood Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.54.56.1,,1ST FLR TELCO RM SLOT 2 OF 4 TAG/LABL
643,VCA Central Expressway Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 100M/10M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.54.60.1
Voice VLAN 400 - 10.54.61.0 /24",,"Voice VLAN 400 - 10.54.61.0 /24
1ST FLR PHONE CLOSET.BB,CAB-1,SL"
647,VCA Mill Run Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 100M/10M, Secondary AT&T ADI 10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.54.68.1
VLAN 400 - 10.54.69.0/24
Security VLAN 200 - Cameras - 10.3.105.0/24",,"NEC UCaaS
VLAN 400 - 10.54.69.0/24
SLOT 1 OF 2 IN PHONE RM UNDER STAIRS"
648,VCA Sawmill Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 100M/10M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.54.70.1,,1ST FL TELCO AREA CAB 1 SLOT 1 O
649,VCA Montgomery Road Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 75M/15M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620089171)",,Velocloud / Pomeroy,,,,,"10.54.72.1 
Voice VLAN 400 10.54.73.0/24",,"1ST FLR, TELCO CLOSET, MM1/1, NXTND, TAGD"
650 Closed,VCA Shadeland Animal Hospital - Closed / Merged with AU298 on 10/4/2019,Closed / Merged with AU298 on 10/4/2019 - Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M),,999,,,,,10.54.74.1,,
651,VCA Cedar Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary GTT CenturyLink 100M/100M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.54.76.1,,
653,VCA Holly Street Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M, Secondary GTT DSL 10M/2M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy support Call 866-364-4357 Customer# 274441 / Site ID H0620089858)",,Velocloud / Pomeroy,,,,,"10.54.80.1
Vlan 400 ? Data ? 10.54.80.0/24
Vlan 500 ? Voice ? 10.54.81.0/24",,"NEC PBX
SH#1X1"
655,VCA Desert Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Spectrum 100M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.54.84.1,,TELCO RM INSIDE BUILDING
657,VCA Clackamas Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 250M/25M, Secondary CenturyLink 20M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.54.88.1,,
658,VCA West Linn Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.54.90.1,,
660,VCA Sand Lake Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 200M/10M, Secondary CenturyLink 30M/1.5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Old - Pomeroy Site ID H0620098875)",,Velocloud,,,,,10.54.94.1,,
661,VCA Briarcliff Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M, Secondary Florida HIS 25M/15M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.54.96.1,,1ST FLR TELCO EQP CLOSET QUAD SLOT 1 R
662,VCA Owasso Animal Medical Center,Configure/VeloCloud SD-WAN w/4G (Cox 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.54.98.1,,
663,VCA Everett Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary AT&T ADI 20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Old - Pomeroy Site ID H0620089098)",,Velocloud,,,,,10.54.100.1,,
664,VCA All Caring Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Time Warner 50M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.54.102.1,,
665,VCA Jackson Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Charter 60M/4M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.54.104.1,,
667,VCA Hualapai Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (2PiFi 20M/10M, On Order Cox 200M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620098738)",,Velocloud / Pomeroy,,,,,10.54.108.1,,"1ST FL SERVER RM, HSG 1, SL 2 OF 2,"
668 Closed,VCA Lake View Animal Hospital - Closed 4/4/2015,MPLS T1 1.5 Closed,,999,DHEC.246775.ATI,30HCGS568150CTRL,12.115.200.10,Fa0/1,10.54.110.1,172.16.167.1,"SERVER ROOM INSIDE OFFICE. HOUSING #1,SLOT 2 OF 2"
670 Closed,VCA Victor Valley Animal Hospital - Hospital Closed / Merged into AU754 on 5/31/2019,"Hospital Closed -
Configure/VeloCloud SD-WAN w/4G (Charter 100M/7M, Frontier DSL 3M/512K) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy Call 866-364-4357 Customer# 274441 / Site ID H0620100576)",,999,,,,,10.54.114.1,,
672,VCA Salem Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 100M/20M, Secondary CenturyLink DSL 12M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.54.118.1
Voice VLAN 300 - 10.54.119.0/24",,"Voice VLAN 300 - 10.54.119.0/24
1ST FLR TEL RM 4 SLOT MT SLOT# 1, 1ST FLR TEL RM 4 SLOT MT SLOT#2"
673,VCA 12-Mile Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,"10.54.120.1
Voice VLAN 400 - 10.54.121.0/24",,
674,VCA Miracle Mile Animal Hospital / Hospital relocated to new address in November 2015 - Old Boarding & Grooming building closed March 2016,"Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620097455)",,Velocloud / Pomeroy,,,,,10.54.122.1,,
676,VCA Causeway Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Cox 50M/10M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.54.126.1
Voice VLAN 400 - 10.54.127.0/24",,"NEC SIP
 2ND FL SERVER RM DUAL MT SLOT 1"
677 Closed - Hospital merged with AU1005 4/16/2017,VCA Mission Viejo Animal Hospital  - Hospital Closed / Merged with AU1005 4/16/2017,"Closed - AVTS VPN w/4G (Cox 15M/3M) - Call DSR for Support 888-499-9973
(Old - MPLS T1 1.5)",949-367-0198 vsi vr 9/9/10,999,Old - DHEC.906090 ATI,Old - 13HCGS765484PT,Old - 12.115.253.38,Fa0/1,10.54.128.1,172.16.169.65,
678,VCA Old Trail Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.54.130.1,,"FLR 1 ELEC RM,SHELF SLOT 2 OF 4"
679,VCA Northwest Hills Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 100M/10M, Secondary AT&T ADI 10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.54.132.1
Voice VLAN 400 - 10.54.133.0/24",,
680,VCA Columbia Animal Hospital at Centre Park,Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.54.134.1,,MAIN TELCO ROOM 1ST FLOOR CAB 1 POS #2
681,VCA Columbia Animal Hospital at Hickory Ridge,Configure/VeloCloud SD-WAN w/4G (Comcast 100M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.54.136.1,,"CABINET 1 SLOT 3 TELCO ELECTRIC ROOM
GND,RM .,TEL CLOSET,RJ48C,LP N,CAB #1 ,OTHER,.,SLOT,2,NOT EXTD"
684,VCA Gulf Bay Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Spectrum 100M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.54.142.1,,
685 Closed,VCA Cypress Wood Animal Hospital - Hospital Closed 11/2016,"CLOSED - AVTS VPN w/4G (Advanced Cable 30M/3M) - Call DSR for Support 888-499-9973
(Old - MPLS T1 1.5)",954-340-5648 vr AVST/ADSL 9/21/10,999,Old - DHEC.317205 ATI,Old - 60HCGS400430SB,Old - 12.115.112.222,Fa0/0,10.54.144.1,10.3.82.1,
686,VCA Wiles Road Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Advanced Cable 30M/3M, Secondary Comcast 25M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.54.146.1,,
687,VCA Knightswood Animal Hospital,Configure/VeloCloud SD-WAN w/4G Backup (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.54.148.1,,
688,VCA Alameda East Veterinary Hospital,"Configure/VeloCloud SD-WAN with Redundant VC 540s (Comcast 250M/25M, Secondary AT&T 100M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Old - MPLS 10M)
(MetTel managed Comcast Cable Internet 12M/2M for Webcams - 173.160.52.218 gw, 173.160.52.217 IP)",303-364-9946,Velocloud,"New 100M ADI - IUEC.575879.ATI
Old - MLEC.712906..ATI",Old - 24KXGS117374ACSO,"VC - 10.2.3.19
(Old - 12.113.77.230)",,"10.54.150.1
10.0.0.0  legacy
10.54.150.0 Data
10.3.180.0 San and VMs
Voice VLAN 400  10.3.51.0/24
Old 10.54.151.0 Voice VLAN",10.0.0.1,"Redundant VC 540s
No AC/4G service
New Voice VLAN 400 - 10.3.51.0/24  gw 10.3.51.254
New AT&T 100M ADI - IUEC.575879 ATI / 12.126.140.230/30
CAB 3 SLOT 2/2 MN FLR TELCO
 CAB 3 SLOT 1/2 MN FLR TELCO"
691,VCA Apache Animal Hospital,Configure/VeloCloud SD-WAN w/4G Backup (Cox 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.54.156.1,,"NEC SIP
OUTDOOR MOUNT #1 ON NORTH SIDE OGF BUILDING SLOT 1of 2"
692,VCA Roberts Animal Hospital,"Configure/VeloCloud SD-WAN w/4G Backup (Comcast 150M/20M, Verizon FIOS 75M/75M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.54.158.1
Voice VLAN 400 - 10.54.159.0/24",,"Aruba Network
BSM TELCO AREA  POS 2 OF 4  NOT EXT"
693 Closed,VCA Animal Care Center of Marshfield - Closed,AVTS/DSR FIOS Closed,,999,,,,,,,
694,VCA All Pets Animal Hospital Salinas,Configure/VeloCloud SD-WAN w/4G Backup (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.54.162.1,,
695,VCA Healthy PAWS Medical Center,"Configure/VeloCloud SD-WAN w/4G Backup (Comcast 150M/20M, Secondary GTT FIOS 75M/75M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.54.164.1,,Phone Room with Internet Modems separate from Server rooms
696,VCA Santa Monica Dog and Cat Hospital,"Configure/VeloCloud SD-WAN w/4G Backup (Time Warner 50M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy Call 866-364-4357 Customer# 274441 / Site ID H0620092166)",,Velocloud / Pomeroy,,,,,10.54.166.1,,Aruba Network
699,VCA Forestville Animal Hospital,"Configure/VeloCloud SD-WAN w/No Backup (Comcast 25M/5M, Backup TBD) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy Customer# 274441 / Site ID H0620089094)",,Velocloud / Pomeroy,,,,,10.54.172.1,,No 4G service in area
701,VCA Blackstone Valley Animal Hospital,"Configure/VeloCloud SD-WAN (Charter 60M/4M, Secondary Verizon DSL 1.5M/384K) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.54.176.1,,No 4G service in area
702 Closed,VCA Boston Road Animal Hospital - 7/20/2020 Hospital Closed / Merged into AU710,Hospital Closed - Configure/VeloCloud SD-WAN w/4G Backup (Comcast 50M/10M),,999,,,,,10.54.178.1,,8/6/2020  ROD/HM requested internet stay operational
703,VCA Brookline Animal Hospital,"Configure/VeloCloud SD-WAN w/DSL Backup (2PiFi 10M, secondary Covad DSL 10M/1M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy support Call 866-364-4357 Customer# 274441 / Site ID H0620088988)
(Old - MPLS 2xT1 3M)
AT&T MPLS Support - 888-613-6330",,Velocloud / Pomeroy,"Old - DHEC.620842.801 ATI, DHEC.620842.802 ATI",Old - 95HCGS378072NE 95HCFU499345NE,Old - 12.115.180.214,,10.54.180.1,,Aruba Network
705,VCA City Cats Hospital,"Configure/VeloCloud SD-WAN w/4G Backup (Comcast 150M/20M, Secondary Verizon DSL 1.5M/384K) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.54.184.1
Voice VLAN 400 - 10.54.185.0/24",,Aruba Network
706,VCA Hanson Animal Hospital,Configure/VeloCloud SD-WAN w/4G Backup (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com - New Hospital Building (Comcast 250M/25M),,Velocloud,,,,,"10.54.186.1
New Building - Voice VLAN 400 10.54.187.0/24
Security VLAN 600 10.3.101.96/27",,"Aruba Network
Hospital relocating March 2021"
707 Closed,VCA Heritage Hill Animal Hospital,AVTS/DSR FIOS Closed,,999,,,,,,,
708,VCA Lancaster Animal Hospital,Configure/VeloCloud SD-WAN w/4G Backup (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.54.190.1,,
709,VCA Metro Cat Hospital,"Configure/VeloCloud SD-WAN w/4G Backup (Comcast 50M/10M, Secondary Verizon DSL 10M/1M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.54.192.1,,
710,VCA Palmer Animal Hospital,Configure/VeloCloud SD-WAN w/4G Backup (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.54.194.1,,
711,VCA Shaker Road Animal Hospital,Configure/VeloCloud SD-WAN w/4G Backup (Charter 60M/4M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.54.196.1,,
712,VCA South Hadley Animal Hospital,Configure/VeloCloud SD-WAN w/4G Backup (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.54.198.1,,
713,VCA Whitman Animal Hospital,Configure/VeloCloud SD-WAN w/4G Backup (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.54.200.1,,
714,VCA Animal Healing Center,"Configure/VeloCloud SD-WAN w/4G Backup (Comcast 150M/20M, Secondary Verizon FIOS 75M/75M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.54.202.1
Voice VLAN 400 10.54.203.0/24",,Aruba Network
715 Closed,VCA East Norriton Animal Hospital - Closed,MPLS T1 1.5 - Closed,610-239-1323 vsi vr 10/18/10,999,DHEC.486794 ATI,11HCGS462477PA,12.112.249.10,Fa0/1,10.54.204.1,172.16.178.193,
716,VCA East Penn Animal Hospital,Configure/VeloCloud SD-WAN w/4G Backup (PenTel 25M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.54.206.1,,
718,VCA Airline Boulevard Animal Hospital,Configure/VeloCloud SD-WAN w/4G Backup (Cox 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,"10.54.210.1
Voice VLAN 400 - 10.54.211.0/24",,
719 Closed,VCA Total Care Animal Hospital - Closed/Merged into AU724 Pets First on 1/8/2021,"Closed - Configure/VeloCloud SD-WAN w/4G Backup (Comcast 50M/10M, Secondary GTT DSL 10M/2M)",,999,,,,,10.54.212.1,,
720,VCA Animal Care Associates,Configure/VeloCloud SD-WAN w/4G Backup (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.54.214.1,,
721,VCA Boulevard Animal Hospital,"Configure/VeloCloud SD-WAN w/4G Backup (FIOS 50M/25M, Secondary Cox 10M/2M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620089092)",,Velocloud / Pomeroy,,,,,10.54.216.1,,
723 Closed,VCA James River Animal Hospital - Closed,Closed - AVTS/DSR Cable Modem,,999,,,,,,,
