"HOSPITAL
NUMBER",OPERATING NAME,SHORT NAME,ADDRESS,CITY,"ST/
PROV","POSTAL
CODE",COUNTRY,PHONE,FAX,BACKLINE,HM,MD,REG,"REGION
GROUP",COMPANY
1137,VCA Battle Creek Veterinary Services,Battle Creek,5111 Commercial St SE,Salem,OR,97306,USA,1-971-701-6383,1-971-701-6384,,Libby Hamper,,NW04,NWH,US Hospitals
1140,VCA Sandy Animal Hospital,Sandy,36645 Hwy 26,Sandy,OR,97055,USA,1-503-668-4139,1-503-823-9260,,Amanda Damazo,Casey Spencer,NW04,NWH,US Hospitals
1141,VCA Milwaukee Emergency Center for Animals,MECA,3670 South 108th Street,Greenfield,WI,53228,USA,1-414-543-7387,,,De'andre White,,C03,CE,US Hospitals
1142,VCA California Veterinary Specialists-Carlsbad,CVS-Carlsbad,2310 Faraday Ave.,Carlsbad,CA,92008,USA,1-760-431-2273,1-760-431-1084,,Elizabeth Wagner,,SCS04,SC,US Hospitals
1143,VCA California Veterinary Specialists-Murrieta,CVS-Murrieta,"39809 Avenida Acacias, Suite E",Murrieta,CA,92563,USA,1-951-309-8587,1-951-600-7758,,Sumitra Price,,SCS04,SC,US Hospitals
1144,VCA California Veterinary Specialists-Ontario,CVS-Ontarios,"2409 S. Vineyard Ave., Suite O",Ontario,CA,91761,USA,1-909-315-4286,1-909-947-4757,,Cassee Wdowiak,,SCS04,SC,US Hospitals
1145,VCA Half Moon Bay Animal Hospital,Half Moon Bay,645 Correas Street,Half Moon Bay,CA,94019,USA,1-650-726-9061,,,Lori Holmlund,Laurie Mckinney,NC01,NC,US Hospitals
1146,VCA Pines West Animal Hospital,Pines West,18419 Pines Blvd,Pembroke Pines,FL,33029,USA,1-954-430-5353,1-954-430-5354,,Cristina Duran,,SE08,SE,US Hospitals
1147,VCA Arbor Animal Hospital,Arbor,"5114 Balcones Woods Drive, Suite 312",Austin,TX,78759,USA,1-512-794-1040,1-512-794-0175,,Nancee Swanson,,MSW04,MSW,US Hospitals
1150,VCA Coral Animal Hospital,Coral,9540 Cypress Lake Dr.,Fort Myers,FL,33919,USA,1-239-481-4746,1-239-481-1060,,Mary Pontiff,,SE04,SE,US Hospitals
1151,VCA Sanibel Animal Hospital,Sanibel,1530 Periwinkle Way,Sanibel,FL,33957,USA,1-239-472-8387,1-239-472-5918,,Jennifer Nichols,,SE04,SE,US Hospitals
1152,VCA Willow Mill Animal Hospital,Willow Mill,11 Willow Mill Park Road,Mechanicsburg,PA,17050,USA,1-717-766-7981,1-717-766-6727,,Sarah Good,Thomas Munkittrick,MA03,MA,US Hospitals
1153,VCA Gettysburg Road Animal Hospital,Gettysburg Road,1010 Wesley Drive,Mechanicsburg,PA,17055,USA,1-717-697-7373,1-717-697-0775,,Melissa Hoover,Stephanie Basom,MA03,MA,US Hospitals
1154,VCA Century Veterinary Group,Century,8750 Venice Blvd.,Los Angeles,CA,90034,USA,1-310-559-2500,1-310-559-2506,,Hillary Castaneda,,SC06,SC,US Hospitals
1156,VCA Oshtemo Animal Hospital,Oshtemo,6303 Parkview Ave,Kalamazoo,MI,49009,USA,1-269-375-9555,1-269-375-4707,,Michele Hopper,,C09,CE,US Hospitals
1157,VCA Champions Northwest Animal Hospital,Champions Northwest,8901 Louetta,Spring,TX,77379,USA,1-281-370-0773,1-281-251-6166,,Elissa Jackman,Melissa Blessinger,MSW03,MSW,US Hospitals
1158,VCA Jones Road Animal Hospital,Jones Road,9570 Jones Road,Houston,TX,77065,USA,1-281-890-9525,1-281-890-1444,,Tina Lalonde,,MSW03,MSW,US Hospitals
1159,VCA Lakota Hills Animal Hospital,Lakota Hills,5130 Tylersville Road,West Chester,OH,45069,USA,1-513-874-4866,1-513-874-4869,,Mindy Faulkner,,C07,CE,US Hospitals
1160,VCA Katy Trail Animal Hospital,Katy Trail,4151 McKinney Ave.,Dallas,TX,75204,USA,1-214-363-4463,,,Cynthia Reynolds,,SW01,SW,US Hospitals
1161,VCA Pacific Veterinary Center,Pacific,23629 Hawthorne Blvd.,Torrance,CA,90505,USA,1-310-791-5123,1-310-791-5143,,Denise Estrada,,SC06,SC,US Hospitals
1162,VCA Willow Creek Pet Center,Willow Creek,2055 East Creek Road,Cottonwood Heights,UT,84093,USA,1-801-942-0777,1-888-258-2450,,Karissa Hendricks,,MSW02,MSW,US Hospitals
1163,VCA Forney Animal Hospital,Forney,202 E US Highway 80,Forney,TX,75126,USA,1-972-564-1015,1-972-552-4235,,Florelia Escamilla,,SW01,SW,US Hospitals
1164,VCA Elgin Family Pet Center,Elgin,1399 HWY 290 W,Elgin,TX,78621,USA,1-512-285-3375,1-512-285-2399,,Barbara Terway,,MSW04,MSW,US Hospitals
1165,VCA Swartz Creek Animal Hospital,Swartz Creek,10010 Miller Road,Swartz Creek,MI,48473,USA,1-810-635-4015,1-801-635-4017,,Amanda Cross,,C09,CE,US Hospitals
1167,VCA Ridge Road Animal Hospital,Ridge Road,3010 Ridge Road,Rockwall,TX,75032,USA,1-972-771-1113,1-972-771-1114,,Megan Keller,,SW01,SW,US Hospitals
1168,VCA Animal Care Clinic,Animal Care,3340 San Pablo Dam Rd,San Pablo,CA,94803,USA,1-510-222-9966,1-510-222-7848,,Carrie Gadek,,NC01,NC,US Hospitals
1169,VCA All Pets Animal Hospital,All Pets,200 Read Street,Lockport,IL,60441,USA,1-815-838-0505,1-815-838-0554,,Amber Howard,,C04,CE,US Hospitals
1171,VCA TLC Pasadena Veterinary Specialty and Emergency,TLC Pasadena,1412 Huntington Drive,South Pasadena,CA,91030,USA,1-626-441-8555,1-626-441-8525,,Cristal Cuevas,,SCS02,SC,US Hospitals
1172,VCA PetMed Animal Hospital,PetMed,1120 Bell Rd.,Antioch,TN,37013,USA,1-615-731-8074,1-615-731-5491,,Cynthia Petz,,SE06,SE,US Hospitals
1173,VCA Shelden Animal Hospital,Shelden,6017 Bardstown Road,Louisville,KY,40291,USA,1-502-384-6888,1-502-231-7474,,Kathy Davis,,C07,CE,US Hospitals
1174,VCA Anderson Mill Animal Hospital,Anderson Mill,13542 North Hwy 183,Austin,TX,78750,USA,1-512-258-4163,1-512-258-8213,,Jodie Humphries,,MSW04,MSW,US Hospitals
1176,VCA Gateway Animal Hospital,Gateway/Glendale,431 West Los Feliz Road,Glendale,CA,91204,USA,1-818-244-2934,1-818-244-1813,,Vanessa Shepard,,SC02,SC,US Hospitals
1177,VCA Russell Animal Hospital,Russell,286B Pleasant Street,Concord,NH,03301,USA,1-603-224-2361,1-603-225-0556,,Marguerite Jones,,NE02,NE,US Hospitals
1178,VCA Callfield Animal Hospital,Callfield,4304 Call Field Rd.,Wichita Falls,TX,76308,USA,1-940-692-7000,1-940-692-7434,,Amanda Zachry-Boyd,,SW07,SW,US Hospitals
1179,VCA Gentle Vets Animal Hospital,Gentle Vets,"6650 Hawaii Kai Drive, #105",Honolulu,HI,96825,USA,1-808-395-2020,1-808-395-3340,,Leslie Iboshi,,H01,NWH,US Hospitals
1180,VCA Keizer Veterinary Hospital,Keizer,4815 River Road North,Keizer,OR,97303,USA,1-503-393-3633,1-503-393-3538,,Kim Lobdell,Kim Girouard,NW04,NWH,US Hospitals
1181,VCA Fairfield Animal Hospital,Fairfield,1983 East Main Street,Lancaster,OH,43130,USA,1-740-653-7977,1-740-653-7985,,Karen Blackstone,Kelly Vaughan,C07,CE,US Hospitals
1182,VCA Panther Lake Animal Hospital,Panther Lake,"1115 South 348th Street, Suite D",Federal Way,WA,98003,USA,1-253-874-8387,1-253-874-3138,,Cazzeri Upton,,NW01,NWH,US Hospitals
1183,VCA Veterinary Emergency Service & Veterinary Specialty Center,VES/VSC - Middleton,"1612 North High Point Road, Suite 100",Middleton,WI,53562,USA,1-608-831-1101,1-608-831-1181,,Kristin Lackner-Buckingham,,CS04,CE,US Hospitals
1184,VCA Veterinary Emergency Service & Veterinary Specialty Center,VES/VSC-East Madison,4902 East Broadway,Madison,WI,53716,USA,1-608-222-2455,1-608-467-6014,,Heather Wipijewski,,CS04,CE,US Hospitals
1185,VCA Veterinary Emergency Service,VCA VES-Janesville,3710 East Racine Street,Janesville,WI,53546,USA,1-608-314-3510,1-608-314-3525,,Heather Wipijewski,,CS04,CE,US Hospitals
1186,VCA Five Points Animal Hospital,Five Points,2057 Brodhead Road,Aliquippa,PA,15001,USA,1-724-375-7505,1-724-375-8903,,Kristen Geary,,C05,CE,US Hospitals
1187,VCA Kootenai Animal Hospital,Kootenai,1704 E. Seltice Way,Post Falls,ID,83854,USA,1-208-773-6000,1-208-773-8574,,Juanita Reynolds,,NW06,NWH,US Hospitals
1188,VCA North Plano Animal Hospital,North Plano,3101 Legacy Drive,Plano,TX,75023,USA,1-972-491-0360,1-972-491-1228,,David Dailey,,SW01,SW,US Hospitals
1189,VCA Larkfield Animal Hospital,Larkfield,448 Larkfield Center,Santa Rosa,CA,95403,USA,1-707-578-1228,1-707-578-1749,,Maya Donnelly,,NC02,NC,US Hospitals
1190,VCA North Country Animal Hospital,North Country,16760 NYS Route 3,Watertown,NY,13601,USA,1-315-785-9505,1-315-785-0737,,Tina Graham,,NE09,NE,US Hospitals
1191,VCA Creekside Animal Hospital,Creekside,1062 Middle Tennessee Blvd.,Murfreesboro,TN,37130,USA,1-615-849-7387,1-615-217-8116,,Erica Schleier,,SE06,SE,US Hospitals
1192,VCA Magnolia by the Gulf Animal Hospital,Magnolia/AL,19930 Oak Rd. W.,Gulf Shores,AL,36542,USA,1-251-968-7523,1-251-968-7534,,Tiffany Long,,SE05,SE,US Hospitals
4001,Animal Medical Center of Anniston PC,AMC/Anniston,719 Quintard Avenue,Anniston,AL,36201,USA,1-256-236-8387,1-256-236-5888,,Leigh Wilder,,CP Reg 4,CP1,CAPNA Hospitals
4002,Carriage Hills Animal Hospital PC,Carriage Hills,3200 Eastern Blvd.,Montgomery,AL,36116,USA,1-334-277-2867,1-334-420-4891,,George Hammett,Keith Griffin,CP Reg 4,CP1,CAPNA Hospitals
4003,Kelley Animal Hospital PC,Kelley,992 Huffman Rd.,Birmingham,AL,35215,USA,1-205-833-9400,1-205-833-9437,,Cynthia Pearson,Barbara Monaghan,CP Reg 4,CP1,CAPNA Hospitals
4004,Liberty Animal Hospital PC,Liberty,3810 River Run Dr.,Birmingham,AL,35243,USA,1-205-970-0411,1-205-970-4308,,Monique Scott,Elliott Martin,CP Reg 4,CP1,CAPNA Hospitals
4005,Vaughn Road Vet Clinic PC,Vaughn Road,7861 Vaughn Rd.,Montgomery,AL,36116,USA,1-334-277-3705,1-334-277-3317,,George Hammett,,CP Reg 4,CP1,CAPNA Hospitals
4006,Avondale Vet Hlthcare Cmplx PC,Avondale,4318 E. Army Post Rd.,Des Moines,IA,50320,USA,1-515-262-6111,1-515-262-6017,,Mary Cooper,Dennis Woodruff,CP Reg 3,CP1,CAPNA Hospitals
4007,Edgewood Animal Hospital PC,Edgewood,"3434 Midway Dr., NW",Cedar Rapids,IA,52405,USA,1-319-396-7800,1-319-396-3849,,Jessica Jencks,Bruce Ennen,CP Reg 3,CP1,CAPNA Hospitals
4008,Fairway Animal Hospital PC,Fairway,6000 Mission Rd.,Fairway,KS,66205,USA,1-913-432-7611,1-913-432-0949,,Danielle Schmitt,Hires Gage,CP Reg 3,CP1,CAPNA Hospitals
4010,Fischer Veterinary Hospital PC,Fischer,877 Fischer Blvd.,Toms River,NJ,08753,USA,1-732-270-5300,1-732-929-2685,,Scott Tilley,,CP Reg 5,CP1,CAPNA Hospitals
4011,Little Falls Animal Hosp PC,Little Falls,418 Main St.,Little Falls,NJ,07424,USA,1-973-785-8223,1-973-837-8063,,Kathy Sylvester,,CP Reg 5,CP1,CAPNA Hospitals
4012,New Prospect Vet Hospital PC,New Prospect,165 S. New Prospect Rd.,Jackson,NJ,08527,USA,1-732-363-4500,1-732-363-8163,,Scott Tilley,,CP Reg 5,CP1,CAPNA Hospitals
4013,Ocean County Vet Hospital PC,Ocean County,838 River Avenue,Lakewood,NJ,08701,USA,1-732-363-7202,1-732-370-4176,,Scott Tilley,Warren Briggs,CP Reg 5,CP1,CAPNA Hospitals
4014,Ridgewood Veterinary Hosp PC,Ridgewood,320 E. Ridgewood Ave.,Ridgewood,NJ,07450,USA,1-201-447-6000,1-201-251-7881,,Marilyn Farrar-Wagner,Dean Cerf,CP Reg 5,CP1,CAPNA Hospitals
4015,Rutherford Animal Hospital PC,Rutherford,755 Rutherford Ave.,Rutherford,NJ,07070,USA,1-201-933-4111,1-201-933-8135,,Kathy Sylvester,Neal Beeber,CP Reg 5,CP1,CAPNA Hospitals
4016,Flannery Animal Hospital PC,Flannery,789 Little Britain Rd.,New Windsor,NY,12553,USA,1-845-565-7387,1-845-565-7325,,Lauren Menard,Frank Puccio,CP Reg 5,CP1,CAPNA Hospitals
4017,Pine Bush Animal Hospital PC,Pine Bush,1 Hardenburgh Rd.,Pine Bush,NY,12566,USA,1-845-744-2192,1-845-524-4223,,Janice Cocks,,CP Reg 5,CP1,CAPNA Hospitals
4018,Sheridan Animal Hospital PC,Sheridan,2288 Sheridan Dr.,Buffalo,NY,14223,USA,1-716-833-2255,1-716-833-8525,,Gina Terbot,Amanda Schepis,CP Reg 5,CP1,CAPNA Hospitals
4019,The Blue Cross AH - Amherst PC,Blue Cross/Amherst,3921 Main Street,Amherst,NY,14226,USA,1-716-832-2800,1-716-832-2817,,Jane Higgins,,CP Reg 5,CP1,CAPNA Hospitals
4020,Lexington Blvd Animal Hosp PC,Lexington Blvd,2627 Cordes Dr.,Sugar Land,TX,77479,USA,1-281-980-3737,1-281-265-5584,,Jacqueline Alfaro,Cheryl Stanley,CP Reg 3,CP1,CAPNA Hospitals
4021,Southside Animal Hospital,Southside,6045 S. Central Ave.,Phoenix,AZ,85042,USA,1-602-276-5505,1-602-276-8090,,Ruby Bilducia,Mario Tascon,CP Reg 2,CP1,CAPNA Hospitals
4022,University Veterinary Hospital,University/Tempe,2500 S. Hardy Dr.,Tempe,AZ,85282,USA,1-480-968-9275,1-480-967-6353,,Gabrielle Shields,Evan Ware,CP Reg 2,CP1,CAPNA Hospitals
4023,Animal Medical Group,AMG/Manhattan Beach,1401 N. Sepulveda Blvd.,Manhattan Beach,CA,90266,USA,1-310-546-5731,1-310-545-3077,,Christine Williamson,Andrew Krieger,CP Reg 1,CP1,CAPNA Hospitals
4024,Arroyo Grande Veterinary Hospital,Arroyo Grande,1199 E. Grand Avenue,Arroyo Grande,CA,93420,USA,1-805-481-9434,1-805-481-3412,,Karen Molina,Harley Boos,CP Reg 1,CP1,CAPNA Hospitals
4025,Contra Costa Vet Hospital,Contra Costa,1025 Country Club Dr.,Moraga,CA,94556,USA,1-925-376-1824,1-925-376-2387,,Kristyn Chen,Jill Crawford,CP Reg 1,CP1,CAPNA Hospitals
4026,East Bay Vet Emergency Antioch,East Bay Emergency,1312 Sunset Ave.,Antioch,CA,94509,USA,1-925-754-5001,1-925-754-5005,,Kristyn Chen,Jennifer Hamm,CP Reg 1,CP1,CAPNA Hospitals
4027,Encina Veterinary Hospital,Encina,2803 Ygnacio Valley Rd.,Walnut Creek,CA,94598,USA,1-925-937-5000,1-925-937-8519,,Kristyn Chen,Peter Nurre,CP Reg 1,CP1,CAPNA Hospitals
4028,Irvine Vet Serv - Northpark,Irvine Vet/Northpark,3961 Irvine Blvd.,Irvine,CA,92602,USA,1-714-573-1890,1-714-573-1880,,Sharon Freshour,Caitlin Snyder,CP Reg 1,CP1,CAPNA Hospitals
4029,Irvine Vet Services-Univ Park,Irvine Vet/Uni Park,5401 University Dr.,Irvine,CA,92612,USA,1-949-786-0990,1-949-786-2037,,Heather Finney,Edward Cole,CP Reg 1,CP1,CAPNA Hospitals
4030,Orange Veterinary Hospital,Orange,1100 W. Chapman Ave.,Orange,CA,92868,USA,1-714-997-8200,1-714-997-8222,,Sarah Preston,Belinda Lee,CP Reg 1,CP1,CAPNA Hospitals
4031,Pet Medical Center Chatoak,PMC/Chatoak,17659 Chatsworth St.,Granada Hills,CA,91344,USA,1-818-363-7444,1-818-363-1605,,Pamela Geier,Donald Morshead,CP Reg 1,CP1,CAPNA Hospitals
4032,Pet Medical Center Sunland,PMC/Sunland,8416 Foothill Blvd.,Sunland,CA,91040,USA,1-818-353-8508,1-818-951-9208,,Pamela Geier,Michelle Gonzales,CP Reg 1,CP1,CAPNA Hospitals
4033,Pet Medical Center West Hills,PMC/West Hills,"23233 Saticoy St, # 101",West Hills,CA,91304,USA,1-818-592-6101,1-818-592-0906,,Pamela Geier,,CP Reg 1,CP1,CAPNA Hospitals
4034,Santa Margarita Anml Care Ctr,Santa Margarita,30052 Santa Margarita Pkwy.,Rancho Santa Margarita,CA,92688,USA,1-949-858-3181,1-949-459-7738,,Susan Kelpe,Ronald Kelpe,CP Reg 1,CP1,CAPNA Hospitals
4035,Tri-City Pet Hospital,Tri-City,1145 S. Placentia Ave.,Fullerton,CA,92831,USA,1-714-870-9090,1-714-870-7516,,Lori Creque,Daniel Rodrigues,CP Reg 1,CP1,CAPNA Hospitals
4036,Deer Creek Animal Hospital,Deer Creek,10148 W. Chatfield Ave.,Littleton,CO,80127,USA,1-303-973-4200,1-303-973-1344,,Stephanie Dennison,Markee Kuschel,CP Reg 3,CP1,CAPNA Hospitals
4037,Briarcliff Animal Clinic,Briarcliff/Atlanta,"1850 Johnson Road, NE",Atlanta,GA,30306,USA,1-404-874-6393,1-404-885-9704,,Blair Ingram,Cara Mcnamee,CP Reg 4,CP1,CAPNA Hospitals
4038,Briarcliff Anml C-College Prk,Briarcliff/College Park,1662 Virginia Ave.,College Park,GA,30337,USA,1-404-835-1222,1-404-941-1780,,Kaneal Williams,Daniel Cleland,CP Reg 4,CP1,CAPNA Hospitals
4039,Sandy Springs Animal Clinic,Sandy Springs,350 Northridge Rd.,Sandy Springs,GA,30350,USA,1-770-642-7797,1-770-670-7888,,Shawn Wroblewski,Dianna Joseph,CP Reg 4,CP1,CAPNA Hospitals
4040,Cat Hospital of Chicago,Cat Hospital/Chicago,2851 W. Irving Park Rd,Chicago,IL,60618,USA,1-773-539-9080,1-773-478-0605,,Lilliana Mercado,Colleen Currigan,CP Reg 3,CP1,CAPNA Hospitals
4041,West Suburban Vet Associates,West Suburban,518 N. Warwick Ave.,Westmont,IL,60559,USA,1-630-968-4212,1-630-968-4354,,Janet Mazzocco,Alan Main,CP Reg 3,CP1,CAPNA Hospitals
4042,Three Notch Vet Hospital,Three Notch,44215 Airport View Dr.,Hollywood,MD,20636,USA,1-301-373-8633,1-301-373-2763,,Therese Cameron,,CP Reg 5,CP1,CAPNA Hospitals
4043,Animal Clinic of Clayton,Clayton,136 N. Meramec Ave.,St. Louis,MO,63105,USA,1-314-863-2400,1-314-863-2401,,Joanne Graham,,CP Reg 3,CP1,CAPNA Hospitals
4044,Baring Blvd Veterinary Hosp,Baring Blvd,700 Baring Blvd.,Sparks,NV,89434,USA,1-775-358-6880,1-775-358-9115,,Cheryl Mccuistion,Ronald Sandoval,CP Reg 2,CP1,CAPNA Hospitals
4045,Blue Cross Animal Hospital,Blue Cross/Las Vegas,3470 S. Hualapai Way,Las Vegas,NV,89117,USA,1-702-384-8737,1-702-384-2881,,Sheila Bruse,David Tack,CP Reg 2,CP1,CAPNA Hospitals
4046,Desert Inn Animal Hospital,Desert Inn,3065 E. Desert Inn Rd.,Las Vegas,NV,89121,USA,1-702-732-2210,1-702-732-0455,,Brynna Devinny,Dennis Arn,CP Reg 2,CP1,CAPNA Hospitals
4047,Mountain Vista Animal Hospital,Mountain Vista,4675 E. Flamingo Rd.,Las Vegas,NV,89121,USA,1-702-458-8808,1-702-458-8796,,Jeanette Sessions,,CP Reg 2,CP1,CAPNA Hospitals
4048,Warm Springs Animal Hospital,Warm Springs,2500 W. Warm Springs Rd.,Las Vegas,NV,89119,USA,1-702-361-2500,1-702-263-8103,,Rachel Pruitt,,CP Reg 2,CP1,CAPNA Hospitals
4049,Murrayhill Veterinary Hospital,Murrayhill,14831 S.W. Teal Blvd.,Beaverton,OR,97007,USA,1-503-579-3300,1-503-579-4645,,Angela Bergevin,Laird Goodman,CP Reg 2,CP1,CAPNA Hospitals
4050,Valley Veterinary Associates,Valley Vet/PA,853 Falcon Park Rd.,Lower Burrell,PA,15068,USA,1-724-339-1525,1-724-335-8966,,Bethany Finnegan,Frederick Schuler,CP Reg 5,CP1,CAPNA Hospitals
4051,Alcor Cresta Vet Hospital,Alcor Cresta,7407 S. 900 East,Midvale,UT,84047,USA,1-801-255-7159,1-801-561-2121,,Sydney Hart,Timothy Llewellyn,CP Reg 2,CP1,CAPNA Hospitals
4052,Amor Animal Hospital,Amor,8576 S. Redwood Road,West Jordan,UT,84088,USA,1-801-561-9595,1-801-561-9607,,Hallie Watkins,Chad Schow,CP Reg 2,CP1,CAPNA Hospitals
4053,Cottonwood Animal Hospital,Cottonwood,6360 Highland Dr.,Salt Lake City,UT,84121,USA,1-801-278-0505,1-801-277-9369,,Melanie Liddiard,Nathan Cox,CP Reg 2,CP1,CAPNA Hospitals
4054,Mountain View Animal Hospital,Mountain View/UT,9414 South 1335 East,Sandy,UT,84092,USA,1-801-523-1176,1-801-523-6245,,Sally Reed,Timothy Kirkland,CP Reg 2,CP1,CAPNA Hospitals
4055,Animal Care Clinic,ACC/WY,415 E. Pearl Ave.,Jackson,WY,83001,USA,1-307-733-5590,1-307-734-0762,,,Ernest Patterson,CP Reg 2,CP1,CAPNA Hospitals
4056,Spring Creek Animal Hospital,Spring Creek,1035 W. Broadway,Jackson,WY,83001,USA,1-307-733-1606,1-307-739-9515,,Sumayah Holden,Daniel Forman,CP Reg 2,CP1,CAPNA Hospitals
4057,Park Veterinary Clinic,Park Vet/MD,21367 Great Mills Road,Lexington Park,MD,20653,USA,1-301-863-9222,1-301-862-1455,,Amanda Abell,,CP Reg 5,CP1,CAPNA Hospitals
4058,All Animal Clinic,All Animal,760 Blanding Boulevard,Orange Park,FL,32065,USA,1-904-272-7875,1-904-276-7581,,Sabrina Evans,Edward Velasco,CP Reg 4,CP1,CAPNA Hospitals
4059,Fleming Island Clinic,Fleming Island,"4711 Hwy 17, Bldg D",Orange Park,FL,32065,USA,1-904-264-7387,1-904-264-6388,,Stacey Dowdy,,CP Reg 4,CP1,CAPNA Hospitals
4060,Bakerstown Animal Hospital,Bakerstown,5814 William Flynn Highway,Bakerstown,PA,15007,USA,1-724-443-8200,1-724-443-6531,,Christine Raehn,James Reed,CP Reg 5,CP1,CAPNA Hospitals
4061,Millwood Animal Clinic,Millwood,9303 E. Trent Ave.,Spokane,WA,99206,USA,1-509-924-5800,1-509-924-1296,,Kina Roach,,CP Reg 2,CP1,CAPNA Hospitals
4062,Main Street Pet Care,Main Street/MO,1910 South Main Street,Joplin,MO,64804,USA,1-417-782-7387,1-417-782-8973,,Shelby Vanhoutan,,CP Reg 3,CP1,CAPNA Hospitals
4063,Animal Hospital of Lynnfield,Lynnfield,One Bay State Road,Lynnfield,MA,01940,USA,1-781-334-4161,1-781-334-2287,,Suzanne Guilbault,Christopher Meehl,CP Reg 5,CP1,CAPNA Hospitals
4064,Tiara Rado Animal Hospital,Tiara Rado,2245 3/4 Broadway,Grand Junction,CO,81507,USA,1-970-243-4007,1-970-248-5825,,Janice Whiseant,,CP Reg 2,CP1,CAPNA Hospitals
4065,Ponte Vedra Animal Hospital,Ponte Vedra,28 Corona Road,Ponte Vedra Beach,FL,32082,USA,1-904-285-7924,1-904-285-3520,,Kaye Lovatt,,CP Reg 4,CP1,CAPNA Hospitals
4066,Cypress Veterinary Hospital,Cypress,2037 Main Street,Oakley,CA,94561,USA,1-925-625-5330,1-925-625-5331,,Barbara Guidotti,Paula Decosta,CP Reg 1,CP1,CAPNA Hospitals
4067,Amherst Animal Hospital,Amherst,2330 Amherst Ave,Butte,MT,59701,USA,1-406-494-4044,1-406-494-2353,,Jodeen Peretti,,CP Reg 2,CP1,CAPNA Hospitals
4068,A Plus Animal Hospital,A Plus,7450 Longley Lane,Reno,NV,89511,USA,1-775-852-4300,1-775-852-1698,,Nora Flores Barajas,Brad Lingenfelter,CP Reg 3,CP1,CAPNA Hospitals
4069,Madeira Veterinary Hospital,Madeira,7250 Miami Avenue,Cincinnati,OH,45243,USA,1-513-561-7467,1-513-561-4062,,Lynn Greer,,CP Reg 3,CP1,CAPNA Hospitals
4070,Knowles Animal Clinic Central,Knowles Central,1000 NW 27th Avenue,Miami,FL,33125,USA,1-305-649-1234,1-305-649-1243,,David Bialski,,CP Reg 5,CP1,CAPNA Hospitals
4071,Knowles Animal Clinic Snapper Creek,Knowles Snapper Creek,9933 Sunset Drive,Miami,FL,33173,USA,1-305-279-2323,1-305-649-6299,,David Bialski,,CP Reg 5,CP1,CAPNA Hospitals
4072,Buffalo Ridge Animal Hospital,Buffalo Ridge,748 Village Campus Circle,The Villages,FL,32162,USA,1-352-750-4711,1-352-750-4886,,Amy Dacey,,CP Reg 5,CP1,CAPNA Hospitals
4073,Buffalo Ridge Animal Hospital at Pinellas Plaza,Buffalo Ridge Pinellas Plaza,2474 Burnsed Blvd,The Villages,FL,32163,USA,1-352-350-5786,1-352-399-5402,,Amy Dacey,,CP Reg 5,CP1,CAPNA Hospitals
4074,Bent Tree Animal Hospital,Bent Tree,3851 Frankford Road,Dallas,TX,75287,USA,1-972-810-7346,1-972-862-3160,,Jessica Ozanne,,CP Reg 4,CP1,CAPNA Hospitals
4075,Animal Clinic - The Vet,The Vet,507 West High Street,Marshaltown,IA,50158,USA,1-641-753-5486,1-641-753-4169,,Joanne Graham,,CP Reg 4,CP1,CAPNA Hospitals
4076,Sheeler Road Animal Hospital,Sheeler Road,547 Sheeler Ave.,Apopka,FL,32703,USA,1-407-889-0513,1-407-889-2832,1-407-889-4857,Mary Cross,,CP Reg 5,CP1,CAPNA Hospitals
4077,Timpanogos Animal Hospital,Timpanogos,815 South Main Street,Pleasant Grove,UT,84062,USA,1-801-785-3583,1-801-922-4332,,Karen Johnson,,CP Reg 3,CP1,CAPNA Hospitals
4079,Algiers Animal Clinic,Algiers,3807 General De Gaulle Drive,New Orleans,LA,70114,USA,1-504-364-1556,1-504-361-3750,,Dusty Brown,,CP Reg 4,CP1,CAPNA Hospitals
4080,Lakewood Animal Hospital,Lakewood/OH,14587 Madison Avenue,Lakewood,OH,44107,USA,1-216-226-0400,1-216-226-0467,,Jennifer LeMaster,,CP Reg 4,CP1,CAPNA Hospitals
4082,Dunwoody Veterinary Center,Dunwoody,"1610 Mt. Vernon Road, Suite 125",Dunwoody,GA,30338,USA,1-770-394-5004,1-770-394-5003,,Jessica Rummler,,CP Reg 5,CP1,CAPNA Hospitals
80100,Calgary North Veterinary Hospital & Emergency Service,Calgary North,4204-4th Street NW,Calgary,AB,T2K1A2,CAN,1-403-277-0135,,,Tanya Mcgee,Kelly Vernon,AB1,GPW,VCA Canada Hospitals
80103,MacEwan Animal Hospital,MacEwan,"9, 16 MacEwan Drive NW",Calgary,AB,T3K2P2,CAN,1-403-295-1929,,,Catherine Gaviller,,AB2,GPW,VCA Canada Hospitals
80104,Harvest Hills Animal Hospital,Harvest Hills,"711, 500 Country Hills Blvd. NE",Calgary,AB,T3K4Y7,CAN,1-403-226-5522,,,Jennifer Welder,,AB1,GPW,VCA Canada Hospitals
80105,Dalhousie Varsity Animal Hospital,Varsity,"405, 5005 Dalhousie Drive NW",Calgary,AB,T3A 5R8,CAN,1-403-284-2265,,,Catherine Gaviller,,AB2,GPW,VCA Canada Hospitals
80106,Country Hills Animal Hospital,Country Hills,"214, 5149 Country Hills Blvd. NW",Calgary,AB,T3A5K8,CAN,1-403-547-3388,,,Crista Free,,AB2,GPW,VCA Canada Hospitals
